PACKET_ID,SEGMENT_ID,PACKET_TYPE,CONTROL_PACKET_TYPE/APP_NAME,SOURCE_ID,DESTINATION_ID,TRANSMITTER_ID,RECEIVER_ID,APP_LAYER_ARRIVAL_TIME(US),TRX_LAYER_ARRIVAL_TIME(US),NW_LAYER_ARRIVAL_TIME(US),MAC_LAYER_ARRIVAL_TIME(US),PHY_LAYER_ARRIVAL_TIME(US),PHY_LAYER_START_TIME(US),PHY_LAYER_END_TIME(US),APP_LAYER_PAYLOAD(Bytes),TRX_LAYER_PAYLOAD(Bytes),NW_LAYER_PAYLOAD(Bytes),MAC_LAYER_PAYLOAD(Bytes),PHY_LAYER_PAYLOAD(Bytes),PHY_LAYER_OVERHEAD(Bytes),PACKET_STATUS,LOCAL_ADDRESS,REMOTE_ADDRESS,CWND,SEQ_NO,ACK_NO,isSyn,isAck,isFin,SEGMENT_LEN,SOURCE_IP,DESTINATION_IP,GATEWAY_IP,NEXT_HOP_IP,
74,0,CBR,APP1_CBR,NODE-2,NODE-3,SWITCH-6,NODE-3,1480000.000,0.000,1480254.160,1480254.160,1480381.240,1480503.320,1480508.320,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.2.1.2:36934,65535,111581,0,False,False,False,1460,11.1.1.3,11.2.1.2,11.2.1.1,11.2.1.2,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,NODE-3,SWITCH-6,N/A,1480508.320,1480508.320,1480508.320,1480508.320,1480513.600,1480518.600,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.2.1.1:82,4381,5011,113041,False,True,False,0,11.2.1.2,11.2.1.1,11.2.1.2,11.2.1.1,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,SWITCH-6,ROUTER-7,N/A,1480508.320,1480508.320,1480508.320,1480518.600,1480523.880,1480528.880,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.2.1.1:82,4381,5011,113041,False,True,False,0,11.2.1.2,11.2.1.1,11.2.1.2,11.2.1.1,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,ROUTER-7,SWITCH-5,N/A,1480508.320,1480528.880,1480528.880,1480528.880,1480534.160,1480539.160,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.1.1.3:82,4381,5011,113041,False,True,False,0,11.2.1.2,11.1.1.3,11.1.1.1,11.1.1.3,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,SWITCH-5,NODE-2,N/A,1480508.320,1480528.880,1480528.880,1480539.160,1480544.440,1480549.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.1.1.3:82,4381,5011,113041,False,True,False,0,11.2.1.2,11.1.1.3,11.1.1.1,11.1.1.3,
75,0,CBR,APP1_CBR,NODE-2,NODE-3,NODE-2,SWITCH-5,1500000.000,0.000,1500000.000,1500000.000,1500000.000,1500122.080,1500127.080,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.1.1.1:36934,65535,113041,0,False,False,False,1460,11.1.1.3,11.1.1.1,11.1.1.3,11.1.1.1,
75,0,CBR,APP1_CBR,NODE-2,NODE-3,SWITCH-5,ROUTER-7,1500000.000,0.000,1500000.000,1500000.000,1500127.080,1500249.160,1500254.160,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.1.1.1:36934,65535,113041,0,False,False,False,1460,11.1.1.3,11.1.1.1,11.1.1.3,11.1.1.1,
75,0,CBR,APP1_CBR,NODE-2,NODE-3,ROUTER-7,SWITCH-6,1500000.000,0.000,1500254.160,1500254.160,1500254.160,1500376.240,1500381.240,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.2.1.2:36934,65535,113041,0,False,False,False,1460,11.1.1.3,11.2.1.2,11.2.1.1,11.2.1.2,
75,0,CBR,APP1_CBR,NODE-2,NODE-3,SWITCH-6,NODE-3,1500000.000,0.000,1500254.160,1500254.160,1500381.240,1500503.320,1500508.320,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.2.1.2:36934,65535,113041,0,False,False,False,1460,11.1.1.3,11.2.1.2,11.2.1.1,11.2.1.2,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,NODE-3,SWITCH-6,N/A,1500508.320,1500508.320,1500508.320,1500508.320,1500513.600,1500518.600,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.2.1.1:82,4381,5011,114501,False,True,False,0,11.2.1.2,11.2.1.1,11.2.1.2,11.2.1.1,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,SWITCH-6,ROUTER-7,N/A,1500508.320,1500508.320,1500508.320,1500518.600,1500523.880,1500528.880,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.2.1.1:82,4381,5011,114501,False,True,False,0,11.2.1.2,11.2.1.1,11.2.1.2,11.2.1.1,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,ROUTER-7,SWITCH-5,N/A,1500508.320,1500528.880,1500528.880,1500528.880,1500534.160,1500539.160,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.1.1.3:82,4381,5011,114501,False,True,False,0,11.2.1.2,11.1.1.3,11.1.1.1,11.1.1.3,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,SWITCH-5,NODE-2,N/A,1500508.320,1500528.880,1500528.880,1500539.160,1500544.440,1500549.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.1.1.3:82,4381,5011,114501,False,True,False,0,11.2.1.2,11.1.1.3,11.1.1.1,11.1.1.3,
76,0,CBR,APP1_CBR,NODE-2,NODE-3,NODE-2,SWITCH-5,1520000.000,0.000,1520000.000,1520000.000,1520000.000,1520122.080,1520127.080,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.1.1.1:36934,65535,114501,0,False,False,False,1460,11.1.1.3,11.1.1.1,11.1.1.3,11.1.1.1,
76,0,CBR,APP1_CBR,NODE-2,NODE-3,SWITCH-5,ROUTER-7,1520000.000,0.000,1520000.000,1520000.000,1520127.080,1520249.160,1520254.160,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.1.1.1:36934,65535,114501,0,False,False,False,1460,11.1.1.3,11.1.1.1,11.1.1.3,11.1.1.1,
76,0,CBR,APP1_CBR,NODE-2,NODE-3,ROUTER-7,SWITCH-6,1520000.000,0.000,1520254.160,1520254.160,1520254.160,1520376.240,1520381.240,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.2.1.2:36934,65535,114501,0,False,False,False,1460,11.1.1.3,11.2.1.2,11.2.1.1,11.2.1.2,
76,0,CBR,APP1_CBR,NODE-2,NODE-3,SWITCH-6,NODE-3,1520000.000,0.000,1520254.160,1520254.160,1520381.240,1520503.320,1520508.320,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.2.1.2:36934,65535,114501,0,False,False,False,1460,11.1.1.3,11.2.1.2,11.2.1.1,11.2.1.2,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,NODE-3,SWITCH-6,N/A,1520508.320,1520508.320,1520508.320,1520508.320,1520513.600,1520518.600,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.2.1.1:82,4381,5011,115961,False,True,False,0,11.2.1.2,11.2.1.1,11.2.1.2,11.2.1.1,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,SWITCH-6,ROUTER-7,N/A,1520508.320,1520508.320,1520508.320,1520518.600,1520523.880,1520528.880,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.2.1.1:82,4381,5011,115961,False,True,False,0,11.2.1.2,11.2.1.1,11.2.1.2,11.2.1.1,
